comentario,etiquetado_humano,categoria
y regresando ya no están completo,2.0,turismo
que acaso la fifa no lo cancelo y va hacer ahora en eu,3.0,turismo
solo les recuerdo que una mujer perdió la vida solo por salir en busca de empleo un enfermo desvivio a varias personas desde una pirámide de teotihuacan y el metro de la ciudad está en su peor momento razones para manifestarnos durante el mundial si tenemos,1.0,turismo
como si fuera a venir medio mundo para la miseria de partidos que se jugarán en méxico,3.0,turismo
cuántos secuestrados va haber,1.0,turismo
si we dame dinero pa quedarme todo ese tiempo en mi ksa y paga netflix pa entretenerme erra,3.0,turismo
eso me sono a reto,3.0,turismo
no creo que vayan con el desmadre que trae doña limones,2.0,turismo
y con ese recurso recabado aumentara la seguridad para los mexicanos,1.0,turismo
porque siento como que abra millones de personas muy pronto en las calles,3.0,turismo
chale apenas q aprendí a comer con cubiertos y decir buenas tardes,3.0,turismo
si me paga mis 50 que ganó en el trabajo por ir 6 horas al día me quedo todo el año me da risa,3.0,turismo
cómo ven si les podemos su mundial,5.0,turismo
ya les diría que es mui inseguro,1.0,turismo
claudianoestassola,5.0,turismo
pero primero seguridad porque si no va a valer madre,2.0,turismo
que salgamos dice,2.0,turismo
no lo creo q cuánto sinismo,1.0,turismo
no loco voy a méxico menos con la falta de seguridad méxico necesita a lilly téllez,1.0,turismo
los que trabajamos en plazas autoservicios transportes públicos etc no hay que ir a trabajar para que no haya personal y haci estén cerrados y que que lo sugirió la clara brugada,3.0,turismo
que miedo atención turistas méxico no puede ni con su gente menos con turistas,1.0,turismo
se salen de contexto pero siempre tirando tierra sus propuestas,5.0,turismo
shiembaum diciéndole adiós a esos visitantes me da risa,2.0,turismo
soy mexicano no vengan a méxico la presidenta se está pasando de lanza la inseguridad está canija,1.0,turismo
chsm,1.0,turismo
que hagamos una manifestación dice,1.0,turismo
que salgamos dice,3.0,turismo
q hagamos manifestación dice,1.0,turismo
creo que esos días le voy a pedir a mi jefa que no sea home office a ver a donde salgo,2.0,turismo
normal mente ando en mi cueva pero esos días estaré en la calle todo el prro día,2.0,turismo
no venga por esta presidenta vale pa pura verg por favor ni vayan,1.0,turismo
esta feliz porque van andar ocupados sus patrones del cartel ahora si llenaran las fozaz,3.0,turismo
en conclusión tendré más dinero y como es obvio no lo compartiré con el pueblo,3.0,turismo
oigan esa mmda es neta que lo dijo,3.0,turismo
con las ganas sequedaron ya esta confirmado no habrá mundial en méxico la culpa la tiene la presidenta por la inseguridad que se vive,1.0,turismo
y con tanto campo de exterminio señora,1.0,turismo
presidenta,5.0,turismo
no puedes con los mexicanos,1.0,turismo
urge la revocación de mandato,1.0,turismo
mujer tenía que ser,3.0,turismo
parece perfecta idea para desviar la atención,1.0,turismo
no iba a salir pero ahora como que me están dando unas ganas de ir al ángel de la independencia varios dias seguidos,3.0,turismo
se van a dar cuenta k estamos de la ve rga y k su gobierno es de la mierda,1.0,turismo
me da risa cierren negocios para disfruten el mundial,3.0,turismo
cd juarez ya no existe el turismo como antes que ivan gringos de texas new mexico denver pero no le inporta cd juarez chihuahua,1.0,turismo
seria glorioso que la fifa anunciará que no habrá mundial por la inseguridad para ver qué dice la incompetente de claudia y sus solovinos del bienestar,2.0,turismo
claro vamos a salir más esos días porque así somos los mexicanos,3.0,turismo
fijate que no estaría mal yo trabajo de didi podré aaer home office desde mi casa,3.0,turismo
de eso si tiene información y hasta con detalle la señora pero qué tal de la inseguridad,2.0,turismo
sigan esperando,,turismo
el punto medio lo entendí pero fue muy mal planteado me da risa,,turismo
ya escucho jefe que no voy a poder salir,,turismo
uff monterrey tendrá turistas me da risa humor llorones,,turismo
no creo así como está la delincuencia y tú no quieres hacer nada más que abrazarnos,,turismo
que que quiere manifestaciones,,turismo
quien se le antocaja de plantón esos días traemos carnitas asadas,,turismo
mejora la seguridad primero,,turismo
que nos paguen y así no salimos ni a tocar la luz del poco jajaajjajaja,,turismo
y si mejor van y limpian los ríos arreglan las calles remodelan parques abandonados en vez de un mundial que solo traerá contaminación y gente ya somos muchos,,turismo
no que la gentrificacion,,turismo
con el peligro k los secuestren,,turismo
y cuántos van a regresar con vida a sus ciudades,,turismo
ya me ví en el oxxo bailando con las de brasil,,turismo
sale entonces me muero de hambre,,turismo
yo a méxico no voy ni aunque me paguen el viaje todo pagado,,turismo
y como tienes esos datos si aún no pasa y apoko va estar como los tuburios esperando clientes pa poder ganar todos me da risa si me entiendes no,,turismo
las soluciones del bienestar,,turismo
que nos manifestamos,,turismo
manifestación ya yeaaaaaa,,turismo
nunca salgo pero ahora saldré nadamás para jod3r jajajajajajaa,,turismo
que le pasa iba a aprovechar para salir más me da risa,,turismo
que gusto me va a dar que en pleno mundial le cierren avenidas que protesten que vean que el país se está cayendo,,turismo
como cuidara a esos visitantes,,turismo
jajsja lo q dijo erick gerardo es comp decir q no es agua es h2o me da risa es lo mismo pero mas fino,,turismo
tanto se la pasaban criticando a díaz ordaz de la masacre en tlatelolco y a si le valió y se efectuaron las olimpiadas del 68 ahora que otra vez hacen lo mismo sabiendo que estamos viviendo días de violencia,,turismo
donde esta el sticker de que se vaya a la,,turismo
si mataron al alcalde de méxico ella no dijo nada imaginarse a los turista pasa nada,,turismo
q salgamos dice,,turismo
que miedo ir a méxico,1.0,turismo
mejor más hospitales en vez de gastar en tonterías,,turismo
y pur culpa de la disque presidente ya no se va hacer,,turismo
abajo el mundial,,turismo
y tiktok inundando de turistas diciendo y aconsejando que no vayan a méxico por el tema de la inseguridad y por qué todo está carísimo,,turismo
ojalá y dios quiera que nada malo les pase a esos visitantes digo por como está la inseguridad no valla hacer que terminen o desaparecidos o secuestrados,,turismo
creo que quiere manifestaciones,,turismo
que no compren el var,,turismo
eso antes debieron de preveer,,turismo
hay que hacer una tendencia para que fifa se lleve el mundial d3 méxico,1.0,turismo
les damos vergüenza,,turismo
y va a ir a tulam,,turismo
uuy ya saben como nos encontramos los mexicanos con esta mal dita inseguridad mexico se desangra ahora la corrupcion nise diga,,turismo
gracias presidenta tienes todo nuestro apoyo,,turismo
ese nivel de inteligencia siempre eh pensado que tienen los políticos,,turismo
yo por molestar si no salgo saldría por decirme que hacer,,turismo
ahorita no estamos para esas cosas que se cancele,,turismo
keeeeeeeeee,,turismo
yo no quería trabajar esos días pero creo que hasta caminando me voy a ir,,turismo
méxico no lo quieres tu,,turismo
deme 40000 a la semana mientras dure el mundial y tenemos trato,,turismo
lo que dice es que ese día los niños no tengan clases y que la gente trabaje en home office para que puedan disfrutar del mundial,,turismo
que salgamos dice,,turismo
ya se le olvidó lo de cambiar los manzo,,turismo
mis amigos y familiares que viajan s méxico desde estados unidos regresan sin ninguna novedad sanos y sin razguños y con mucha mercancía mexicana,,turismo
lastima que en méxico es un país muy inseguro para los turistas,,turismo
pues uno de los atractivo turístico de mexico es la gente por que somos cotorros amables divertidos si no no van a tener la experiencia completa,,turismo
como cuando te llevan de comer al sótano para que no salgas y avergüences a la familia,,turismo
el peso de la copa,,turismo
déjame adivinar es otra frase sacada de contexto verdad,,turismo
solo entendí que quiere ptzs,,turismo
ps tiene un punto si todos salen imagínate el desastre que causaría la hora pico,,turismo
quién dijo eso que chsm,,turismo
no me agrada mucho salir pero nomas por eso me voy a ir a dar la vuelta,,turismo
no debe haber,,turismo
que miedo ir a méxico y eso que soy de méxico,,turismo
ora si yo voy a disfrutar de ellos,,turismo
que salgamos dice,,turismo
ana gomez,,turismo
ojalá que todos lleguen bien de regreso a su país xq aquí en méxico hay magia se desaparece la gente,,turismo
que no es por eso sí no para no tener un impacto ambiental peorr,,turismo
concuerdo con ella,,turismo
y cuantos regresarán salvos a su casas,,turismo
y mi me darán home office esos dias asi por mi bien,,turismo
cancelar clases cuando lo mejor es perder clase viendo el partido con amigos al menos yo no lo veía yo me ponía a platicar con mis amigas me da risa,,turismo
la barredora se está frotando las manos,,turismo
es como si te dijera no salgas de tu cuarto para que la visita se sienta agusto bro aquí vivimos,,turismo
hay paises donde suele ser al revez,,turismo
que salgamos a las calles a manifestarnos dice,,turismo
sólo me parece bien lo de las escuelas por temas de seguridad a los niños,,turismo
es encerio es mas importante el mundial,,turismo
qué manera de dejar de un lado todo lo que estamos pasando,,turismo
van a ir 5 5 millones y como están las cosas van a regresar 2 7 millones me da risa,,turismo
perdón cómo esta eso,,turismo
manifestaciones manifestaciones,,turismo
entendido que salgamos todos,,turismo
queeeeee,,turismo
ya no me parece que cancelaron por la inseguridad y solo será en usa y canadá,,turismo
okey a hacer marchas entendí perfectamente,,turismo
y la inseguridad,,turismo
no no y no,,turismo
o creo con tanto desorden que hay,,turismo
me gusta la idea pero solo si se pagan esos dias en los trabajos como dias de vacaciones,,turismo
a cerrar estadios aunque nos cueste que en méxico nunca haya mundiales,,turismo
que hagamos fiesta en las calles dice,,turismo
entonces no van a ir a trabajar todo estará cerrado,,turismo
yo entendí que durante ese tiempo salga todo el día,,turismo
para que los roben ya sea los policías o los mismos delicuentes,,turismo
pon el video o la nota un foto con un escrito como prueba,,turismo
dice que todos salgamos a manifestarnos,,turismo
se han dado cuenta que cómo quieres sabotear el pri y el pan los eventos y así todavía creen que alguien va a quererlos tener en la presidencia,,turismo
a cuántos de ellos los van a por la inseguridad de méxico,,turismo
los que vayan cuidence mucho por la casa inseguridad,,turismo
y para cuando lo de carlos manzo,,turismo
me han dado ganas de turistear mi ciudad con todos mis amigos y familia,,turismo
mujer,,turismo
cómo ella pensó que reaccionaríamos todos los mexicanos,,turismo
y tú regandola,,turismo
todo aquel que quiera venir nuestro bello méxico todos sean bienvenidos dejen de ver noticias amarillistas y tik tok en todos los países hay inseguridad,,turismo
que dice helen,,turismo
me da risa viva morena me da risa me da risa,,turismo
le preocupa mas el mundial la señora que el país esta mal,,turismo
nuestra oportunidad para manifestarnos,,turismo
cuánta lana tubo que soltar o acaso es otra cortina de humo para no aser la marcha el 14 o 15 de noviembre,,turismo
ps ahora salgo más y con pancartas en mano,,turismo
cuantos muertos pueden haber,,turismo
yo solo escuche que salgan,,turismo
dios quiera y los otros paise se unan y mo vayan muy muy peligroso mexico muchos cuidado,,turismo
no olvidemos a carlos manzo,,turismo
pobre de ellos ojalá no los maten,,turismo
bueno empiece por cancelar las citas en imss,,turismo
que salgan todos y muestren el hermoso tráfico de la vida diaria,,turismo
y de que sirve si los impuestos del mundial van a correr por cuenta del pueblo,,turismo
y ciudad de méxico sin aeropuerto con capacidad para el mundial,,turismo
que hagamos de las nuestras dice,,turismo
méxico,,turismo
me da risa suerte con las empresas que hacen producción,,turismo
jajajja me sentí como bebé paloma escondido por que le avergüenzo a mis padres jsjsjsjs,,turismo
nunca le digas a una persona que hacer porque siempre hará lo contrario y peor,,turismo
que muero ir a méxico,,turismo
sorry nosotros no iremos,,turismo
visitantes se escribe con m de mujer,,turismo
y el aero puerto de san miguel allende,,turismo
por 3 pinches partidos,,turismo
a bueno si ellos nos van un cheque de 100 000 pues no salgo para que no vallamos a trabajar y nos paguen las renta el agua la luz comida,,turismo
si no salgo de mi casa como crees que le voy hacer para probar el producto extranjero,,turismo
y la seguridad dónde quedó,,turismo
habló el experto,,turismo
y cuantos de esos volverán ah sus hogares,,turismo
es que no van a terminar los arreglos del transporte a tiempo y no vamos a caber en los rtp metro ni mexibús,,turismo
ya cancelaron el mundial para mexico ya esta confirmado los partidos seran en estados unidos y canada en mexico no ay seguridad,,turismo
que miedo ir a mexico es uno de los países mas peligrosos de latinoamerica,,turismo
ara eso si ahí dinero pero para proteger al pueblo ni madre dice,,turismo
suban la información bien si lo dijo por escrito suban las capturas si lo dijo en un en vivo suban la parte del en vivo si van a informar informen bien,,turismo
yo no iba a salir pero ahora me veo en la necesidad de salir esos días,,turismo
no hay que ser groseros me dice mi mamá que cuando haya visita tengo que salir a saludar,,turismo
si no te cancelan el mundial,,turismo
como tal no digo eso pero lo peor es que si lo da a entender,,turismo
cómo e dicho no porque sean de morena quiere decir que son buenos políticos eso hubiera pesando antes de el mundial como solucionar ese problema,,turismo
awuiwi quiero ver manifestantes es la más perfecta ocación,,turismo
así hubiera invertido en los hospitales,,turismo
jajajkaja neta no es rage bait,,turismo
revocación de mandato,,turismo
y que tal si mejor renuncia,,turismo
que una manifestación dice,,turismo
no me gusta me da risa,,turismo
todo por eso tlaloc hará lo suyo lluviaaaa,,turismo
fifa ojooo méxico está super insegurooo,,turismo
ablan de todo menos de carlos manzo,,turismo
no ma no que iban a suspender neta que vergüenza,,turismo
primero méxico y después el dinero ya no tenemos medicamentos y la delincuencia el dia de hoy no me deja trabajar no necesito un mundial necesito un mexico seguro para recibir ingresos hoy,1.0,turismo
tenía que ser,,turismo
la policía se frota las manos de imaginarse,,turismo
que quiere que agamos manifestaciones,,turismo
me da risa qué mmada me da risa,,turismo
la cancion de la carencia de panteón rococo fue lo único que se me vino a la cabeza al leer esto,,turismo
manifestación,,turismo
en jalisco van a suspender clases para que no haya tanta gente en la calle,,turismo
y crees claudia que deja mas dinero un mundial que todo inmigrante mandando dinero a mexico y visitando a nuestros pueblos ciudades y ranchos año con año claro si trabajaras en mejorar la seguridad del pais primeramente,,turismo
turistanovengasamexicoportuseguridad,,turismo
que salgamos dice,,turismo
oigan tienes razón hay que hacerlo así que los vendedores ambulantes los que venden los tacos los que venden en turismo todo lo que tenga que ver con trabajos sin importar que nos vamos a hacer esos ya sin trabajo así que los turistas pueden explorar pero lástima no se podrán llevar recuerdos porque nadie va a trabajar esos días ni los que venden para los turistas pero qué se les puede hacer hay que respetar porque es buena idea,,turismo
cuba,,turismo
ojalá cancelen la fifa a menos de que hagan algo con su narco gobierno,,turismo
300dlls al día y hablamos,,turismo
me da risa,,turismo
a webo las nuevas soluciones bienestar,,turismo
ya los conto,,turismo
mil veces aldita claudia,,turismo
y van a trasparentar todo el ingreso o lo repartirán en la nómina de morena,2.0,turismo
que dijo que salgamos todos para que nos vean los turistas jajajajaa,,turismo
si me dan para ir de vacaciones yo con gusto me largo los días para los que me alcancen,,turismo
no gracias,,turismo
si tan solo hubiera empezado el aeropuerto de peñas nieto otra casa sería,,turismo
que nos manifestamos dice,,turismo
como le van a hacer para darle servicios el aeropuerto apenas puede mover a los locales,,turismo
y quién va a poner el ambiente,,turismo
para todos los que dicen que la inseguridad pues de una vez les informo que ya todo está en carpetas de investigación asi que no se preocupen y para el mundial habrá un chingo de seguridad lo que jamás en años se ha visto ya lo verán para ese día méxico será diferente solo en lo que pasa el mundial ja,,turismo
cuantos turistas ya no regresarán a sus países así como está la inseguridad en méxico,,turismo
km mexicano no me gusta q compartamos mundial con eu y canadá me parece injusto siempre a sido d un solo país los mundiales q poca m,,turismo
esta mujer s ve enferma se ve que no ha dormido,,turismo
creo que no es la persona indicada para decir eso,,turismo
sino nos pueden cuidar a nosotros menos los turistas,,turismo
ni de loco voy a méxico,,turismo
mi mamá diciéndome que no salga de mi cuarto cuando hay visitas,,turismo
lo tomaré pero me ofende muchísimo y por que no dejarlo así después del mundial,,turismo
que valor de los turistas,,turismo
justanorangecat hake406 gámez u u muffintime,,turismo
y con un país lleno de inseguridad como le harán,1.0,turismo
me da risa para decir en mi trabajo que me dieron permiso de faltar,,turismo
de por sí ya es un caos la cdmx,,turismo
todo muy bonito pero ojalá no sean víctimas del crimen organizado no pueden brindarnos a nosotros seguridad menos a los turistas,,turismo
que salgamos dice,,turismo
cómo que me dan ganas de salir en pijama y despeinada todo el día,,turismo
que hagamos fiesta al lado del mundial dice,,turismo
más bien salgamos hay que disfrutar de los turistas,,turismo
yo no quería salir para evitar el tráfico ahora tendré que salir,,turismo
no salgan de sus casas para que no asusten a los turistas faltó decir,,turismo
ya quiero ver a esos futbolistas,,turismo
cómo que suspender clases en mi niñez el maestro nos puso a ver el partido en el salón de clase,,turismo
pobr3s turistas que no volverán asus países en un país peligroso que se le ocurrió hacer mundial a fifa,,turismo
que salgamos entendí,,turismo
yo tengo otra idea,,turismo
wuuaaaooo excelente,,turismo
wey me da risa hace meses estada asiendo burlas de eso con mi familia y ahora resulta que se hizo realidad,,turismo
p,,turismo
no soy alguien de salir mucho pero ya estuvo que esos días si o si voy a estar en la calle,,turismo
soy mexicano y ojalá cancelen el mundial en méxico,,turismo
la marina de estados unidos va a visitar a mexico,,turismo
detesto el futbol y no me gusta salir pero que les parece si esos días nos organizamos y salimos todos solo por molestar,,turismo
que quiere una manifestación,,turismo
mientras me paguen mi salario no hay pex me quedo en mi casa,,turismo
que quiere manifestaciones dice,,turismo
se me hace una falta de respeto,,turismo
cómo sabe que le pago sus viajes o que de dónde saca ese dato,,turismo
por qué se quejan es una sugerencia aceptable va a ser un maldito caos la ciudad,,turismo
hay que bendición trabajar desde tu casa bien cómodo,,turismo
pobres turistas van a venir con un chingo de miedo ya que morena está con la delincuencia,,turismo
está horrible viajar en méxico el tráfico está horrible y la inseguridad,,turismo
hay que sabotear el mundial,,turismo
demasiado peligroso yo jamás viajo a méxico aunque me encanta mucho el paiz pero muy peligroso,,turismo
si me dan el día en mi trabajo va,,turismo
cómo que me dan ganas de viajar a cdmx ese día,,turismo
mi humilde opinión,,turismo
clara brugada,,turismo
osea vamos a salir,,turismo
si me pagan esos días con gusto no salgo ni a tomar la luz del sol,,turismo
ahí que salir solo molestar quien está conmigo,,turismo
en verdad está sra está de jefa de gobierno,,turismo
acuerden va aver secuestros también con esta presidenta,,turismo
si me dan 500 000pesos y uno taquitos de pastor lo ago con gusto,,turismo
es broma verdad,,turismo
entonces los comerciantes guías turísticos restaurantes hoteles y demás no abran y disfrute su día en casita me gusta,,turismo
que miedo ir al mundial a méxico,,turismo
god bless mexico,,turismo
como si estan cerrados los aeropuertos,,turismo
ni mi casi nada me ocultó así,,turismo
es broma verdad,,turismo
pues usted no me manda,,turismo
cosas que nunca dijo,,turismo
a caray y quién nos va a mantener,,turismo
yo creo que ya no vendrá nadie,,turismo
soy de guadalajara y me da vergüenza de cómo está de sucia la ciudad sobretodo en zonas como la americana y zona centro quitaron los botes de basura según porque ya no les pagaron la concesión alguien sabe algo de esto,,turismo
cuantos vuelos va a recibir el aifa,,turismo
oilaaaaaa,,turismo
no es mala onda pero va haber un robadero y ahí la gárgola se va hacer la que no sabe como es su costumbre,,turismo
hay q salir todos,,turismo
será el mejor mundial y el pais muy hermoso,,turismo
a ver si no los desviven,,turismo
pero hay que salir a ligar,,turismo
todos saliendo a las calles,,turismo
que smosh en la plaza dice,,turismo
oscar ceh,,turismo
si y van a mirar el desmadre que tiene méxico y aver si no se los levantan,,turismo
que salgamos dice,,turismo
a si como está la seguridad no creo,,turismo
pero si solo habrá 13 paridos y varía de local de méxico dudo mucho con todo respeto que haya más de 1 millón de personas,,turismo
y la inseguridad,,turismo
habiendo cosas más importantes se pone a hablar de pendejadas fuera morena,,turismo
ni mi mamá se avergüenza tanto de mi,,turismo
soy de la cdmx pero la verdad que ni vengan esta mujer debería ver mejor la seguridad de mi país antes de todo si es una basura de seguridad,,turismo
iban a venir,,turismo
ya lo dijo fox cenas y te vas,,turismo
y a esos también los va a desaparecer,,turismo
que nos manifestamos va,,turismo
como que ya me dieron ganas de trabajar e ir a la oficina esos días y lo mejor está a la vuelta del estadio,,turismo
que salgamos diceee,,turismo
2 de octubre no se olvida,,turismo
y usted cree que la gente va a ir después de todo lo que está pasando en méxico,,turismo
dice que hagamos manifestaciones,,turismo
ni iba a salir porque que hueva y que oso el fútbol pero adivina qué mi ciela,,turismo
de miedo de los narcos yo no iría ni aconsejo que vaya nadie con ese narcogobierno y corruptos,,turismo
ya lo canceló fifa se va para canadá oh eeuu,,turismo
queeeeee carajos ay que salir más y aser ver al mexicano que somos viva méxico lindo,,turismo
televisa he hechara a perder con sus jugadores el evento ya se sabe,,turismo
la fifa ya cancelo por mucha inseguridad en méxico,,turismo
pues por ahí dicen q la fifa ya no quiere ir a méxico,,turismo
con el simple echo de ver esa calaca ninguna noticia es importante puro circo no me arrepiento de no aver votado por ella,,turismo
ya saben si vuelven a votar por una mujer,,turismo
no sería mejor reparar el metro para que todas las líneas y las unidades estén en funcionamiento,,turismo
yo tengo una mejor y si todos los locales se cierran,,turismo
mate eso nunca pasó,,turismo
chin tiene que hacer un fuerte gasto para el mundial ojalá que con eso se pueda recuperar la bolsa,,turismo
mejor invertir en las carreteras de los pueblos,,turismo
teotihuacán 20 de abril dando una buena imagen a los turistas,,turismo
me da risa que los trabajadores tampoco salgan para que los turistas disfruten,,turismo
lo más gracioso que dijo qué vara movilizar en transporte público o a los turistas,,turismo
claro meto a mi cuarto de servicio en lo que los invitados andan en mi casa,,turismo
ahora resulta que ni en mi propio país me quieren,,turismo
a cómo está la inseguridad no creo que lleguen,,turismo
no lo dijo exactamente con esas palabras pero es lo que dió a entender,,turismo
es familiar de la que dice que si no pueden comprar gasolina premium que compren la magna,,turismo
y no le da vergüenza tanta inseguridad,,turismo
si me pagan con gusto no salgo es más ni abro las ventanas oh pero que no me lo quiten de mis días de descanso oh y que me den mi despensa por qué no como aire,,turismo
con la inseguridad no creo,,turismo
hoy solo se habla de fudbol,,turismo
ya un político habla de eso esas noticias son para canales de noticias,,turismo
uuufffff que complicado si en méxico desgraciadamente la inseguridad es el tema más importante,,turismo
y luego a mty,,turismo
soluciones del bienestar,,turismo
uyyy los meros estados q goviernan los malillos cuidadooo cuidadooo,,turismo
deberiamos de evitar que el mundial lo hagan aqui como manifestacion a su asqueroso gobierno a la inseguridad a la corrupción a la falta de medicamentos si no puede cumplirle ni a los mexicanos en materia de seguridad que les espera a los extranjeros,,turismo
a vaya en nuestro país ya no vamos a poder salir,,turismo
clara brugada,,turismo
y para que si la seguridad del país está mal y aparte los policías solo los van a infracciones por cualquier cosa no ai tolerancia de nada ojalá no venga nadie el trafico horrible hoteles caros con toda la reducción de carriles nunca llegarán a los partidos,,turismo
es es el problema dar una buena impresión de méxico eso significa que no damos buena impresión la pregunta es que ha hecho el gobierno para cambiar eso,,turismo
ya se dijo se suspende el mundial 2026 por ser una pais muy inseguro sera en eeuu el mundial,,turismo
la neta nose porque mexico se sigue estando en el top paises mas visitados del mundo y vienen literal de europa y varias partes del mundo segun estatisticas apesar de saber lo inseguro que es siguen yendo,,turismo
ahora de puro coraje saldré el día del mundial,,turismo
pero si mis papás me obligaban a salir de mi cuarto para saludar a la visita,,turismo
creo que no entendieron me da risa aparte es el punto de vista estuve viendo más no investigando se dice que esto se hizo por el impacto ambiental además de que ya está tan bien jodida la cdmx lo quieren aprovechar para visibilizar más lugares del país por lo que sería más un dispersar el turísmo por todo el país e impulsar la economía local si no me equivoco si me equivoqué discúlpenme y los invito a investigar y corregirme,,turismo
será una cortina de humo,,turismo
para los turistas si va ver mucha vigilancia y para los mexicanos que sigue la inseguridad,,turismo
mientras me den unos 1500 diarios qué es lo que gano al día no salgo ni a la esquina,,turismo
que molestemos a los turistas dice,,turismo
y por eso es que está viendo de dónde sacar dinero subiendo impuestos poniendo impuestos nuevos dejando a la salud sin medicamentos pero falta que la fifa quiera por la violencia que hay en méxico,,turismo
pobres que le piensen para venir uno como quiera,,turismo
no creo,,turismo
naa a ese narcoestado no señor,,turismo
méxico no es seguro,,turismo
todos hay que salir a manifestarnos de todas las cosas malas que hay en méxico,,turismo
y si mejoran la infraestructura de la ciudad y si mejoran los caminos y si mejoran el transporte público y si ponen primero a peatones y ciclistas en vez de los vehículos ahora la culpa es de nosotros,,turismo
que lo cancelen no queremos futbol queremos seguridad en todo mexico,,turismo
vamos todos a hacer manifestación por todos lados,,turismo
y dónde madres los vas a meter si no puedes con el caos del periférico,,turismo
que van a cerrar reforma que que,,turismo
mexico mejor que nunca solo claudia sheinbaum,,turismo
el aifa,,turismo
estás segura,,turismo
se va a quedar con las ganas de ver eso,,turismo
ni mi ex se avergonzó tanto de mí,,turismo
uno con gusto la cosa es si mi trabajo lo vea así me da risa,,turismo
inversión para quien mejor invierte en la ceguridad y gente te gastas menos,,turismo
qué maravilla los locales encerrados para que los turistas tengan la ciudad sola alguien le explica que esto no es un parque temático,,turismo
que no salgan todo el año mejor,,turismo
que me pague el día en el trabajo y no salgo ni a la esquina,,turismo
que saturemos la ciudad como si fuera hora pico,,turismo
carlos manzo,,turismo
para que los regales a tus chairos,,turismo
ocupó 5 personas para agarrar unos 3 árabes salimos de pobres por qué salimos,,turismo
ahorita con lo que está pasando lo dudo,,turismo
yo escuché que cierren las vías principales,,turismo
mejor le hubieran puesto aeropuerto maximiliano de habsburgo o aeropuerto emperatriz carlota,,turismo
vivo en méxico y tengo miedo de salir me da risa,,turismo
no comenten nada porqe les abre una,,turismo
cortina de humo por lo de carlos manzo,,turismo
no cabe duda que estos gobernantes son un meme sin sentido,,turismo
creo no se hará ya,,turismo
buena idea mala explicación de ella,,turismo
por eso urge tapar la inseguridad,,turismo
no queremos mundial queremos seguridad,1.0,turismo
no creo la fifa ya lo cánselo porque que tu gobierno está manchando de sangre claudia,,turismo
terror ir a méxico,,turismo
jajajajaj,,turismo
que,,turismo
ya ni mi ex cuando m presumio en cf,,turismo
uy sí se ve bien orgullosa para el mundial claro que hay remodelación ahí sí todo es rapidísimo pero para los mexicanos que llevan años pidiendo mejoras nada baches inseguridad policías corruptos y todavía lo presume como si fuera un logro enorme,,turismo
yo estoy de acuerdo que los que trabajan en gobierno no salgan de sus casas para que no nos dejen en ridículo y los turistas disfruten,,turismo
no creoooooo,,turismo
aún país lleno de violencia,,turismo
no puede con los del pais podra con visitas,,turismo
ojalá y lo cancelen,,turismo
como que me dieron ganas de salir de mi casa,,turismo
y la ciudad está hecha una cochinada,,turismo
noo y todas las cosas que pasan como lo de teotihuacan no dan una mala imagen de como está el país,,turismo
para 10 partidos,,turismo
si la fifa está considerando quitarle la cede por la inseguridad me da risa que se puso a hablar,,turismo
yo no iria mucha insegudad,,turismo
mejor lo veo aquí en canadá,,turismo
depende si me pagan ni me asomo fuera de mi casa,,turismo
no la chinguen ajjsjsjs,,turismo
soy de perú,,turismo
si me dan home por mi bien pero que sea todo el año alv,,turismo
ni me gusta el fútbol pero por mis ovarios qué esos días afuera voy a estar,,turismo
q me pague y no salgo,,turismo
que vergüenza que se descarrile el tren,,turismo
que nos espera a todo allá bueno,,turismo
cuando no sabes lo que es trabajar y solo estirar la mano,,turismo
a quien se le ocurrió esa brillante idea,,turismo
no por qué se desaparecen me da risa,,turismo
nunca voy para la cdmx pero como que se me antojo ir a hacer una protesta justo por esos días del mundial,,turismo
ojalá y no se haga de chidos,,turismo
ahora con mas razón voy a salir,,turismo
pero no abra balazos ose abrirá una investigación,,turismo
demuestren su talento chicooos,,turismo
si fifa no pago impuestos que no vengan,,turismo
pero los vuelos para bajar a cdmx en los dos están muy caros para bajar desde tijuana yo compre a morelia m salio la mitad q iva a pagar de 5000 a 2200,,turismo
que salgamos todos dicen,,turismo
ya los contó o que,,turismo
no creoooooo,,turismo
ahora más escándalo habrá y tendrá que soportar,,turismo
su aeropuerto isra que ni las pulgas se paran alla,,turismo
ni gratis me voy a méxico,,turismo
full vergüenza que vengan y vean todo el desmadre que hay en méxico,,turismo
iban a ir,,turismo
espera qué,,turismo
nos van a dar algo por no salir porfirio díaz daba pulque ustedes que ofrecen,,turismo
ya dijeron chicos manifestación durante todo el mundial,,turismo
paso 5 5 millones de turistas robados se irán ya tanto los policías tránsitos y delincuencia organizada se están preparando más q nadie para recibirlos,,turismo
to de por sí no salgo,,turismo
hay weyyyyy,,turismo
yo ni caso le voy a hacer,,turismo
jajajaj que que dijoooo que saliéramos todo el dia va,,turismo
haber cuántos regresan a sus casas,,turismo
y de los 5 millones a cuantos van a desaparecer,,turismo
manifestaciones,,turismo
no vengan hagan caso antes de que lo lamenten,,turismo
ya escucharon comerciantes y comercios no salgan de sus casas no habrán sus restaurantes no salgan a vender elotes no salgan a dar servicios no hay que molestar para nada a los turistas,,turismo
no queremos mundial queremos seguridad y justicia,,turismo
