,text
696,@Brkn_void:DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓNj🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻
697,Lo gestionó la administración de Calderón o Peña?
698,no queremos mundial primero lo primero !!!!!
699,Es muy cierto.
700,que todos sus hijos vuelvan a casa🙏🙏🙏
701,nunca olviden a sus hijos
702,🙏🏻 Dios les de fuerza y les devuelva a sus hijos
704,Exacto
705,es verdad
706,Que tristeza😔
707,Que tristeza
708,ojala encuentren a sus familiares
709,"LA MAYORÍA DE LOS QUE SABEN QUE FUE LO QUE PASÓ, SON PARIENTES, AMIGOS Y FAMILIARES."
710,Prefiero no tener mundial!!
711,Dios nos bendiga!
712,Lo que gastaron en traer el concierto de Shakira y de los BTS
713,"me gusta mucho el fut, pero dada las circunstancias ni me emociona nada el mundial ... prefiero otro México que un mundial"
714,que impotencia 😫😫😫😫
715,Alcemos la voz 🥺
716,Apoyo total a este movimiento 👏
717,estamos con ustedes🫂
718,[Sticker] JUSTICIAAAAAAAAA
719,"Mi apoyo desde España, comparto . Mucha fuerza para las Familias"
720,[Sticker] el gobierno protegiendo el mundial a toda costa pero no a los propios mexicanos 😂
721,ya que tengamos gente hacen el mundial
722,JUSTICIA
723,Está es la propaganda que la FIFA necesita para revivir el mundial
724,"Ya no pongan sus fotos ahorita, pongalas antes del mundial 🙈"
725,A lo mejor alguien entre mucha gente durante el mundial puede ser que ha visto o conocer a un desaparecido esto ayudará mucho
726,Justicia 💜🙏🏻
727,nada que ver ...cada quien tiene su historia... y lo que hoy desprecian tal vez es el salvavidas para otra persona.....que también está sufriendo
728,Exacto 👍👍👍
729,....... que no se pierda esta publicación que de vuelta al mundo
730,Es una vergüenza nuestro gobierno 🥺
731,excelente
732,"Con lo que gastan de impresiones todos los días, junten para tener suficientes para tapizar el mero día del mundial"
734,"igual que en todos los países, que pena 🥺"
735,@.:DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓNj🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻
738,Lo que acabo de llorar con este video.
739,NO ESTÁN SOLOS PAPÁS
740,"[Sticker] Espero que pueden encontrar finalmente a sus familiares o saber saber su destino, fuerzas a las familias que están en la busca de encontrar respuestas. Mis condolencias y espero que pronto la gente pueda dar más visibilidad a toda está problemática que es hasta el día de hoy es difícil de mantener oculto, ya que el sufrimiento no se olvida, ni mucho menos de ve como algo vergonzoso de l país. Todos son importantes de igual manera, que tiene personas que les importa, tanto como mujeres y hombre. Esperopronto puedan ser ayudados con buena fé."
741,Que fuerte ; bendiciones de todo corazón.
742,[Sticker] 😭
743,nmms el gobierno gasta millones en un torneo que nisiquiera vamos a ganar JAJA
744,que miedo 😔
745,"Mi total admiración y respeto hacía con ustedes por su persistencia y fuerza,que Dios les permita reunirse nuevamente con sus familiares.🥺🙏🏻"
746,Excelente 👍👍👍
747,pongan subtitulos en inglés para que se haga eco a nivel internacional por favor
748,Que impotencia da la situación de Mexico😢
749,"lamentablemente así es , gastan en cosas que ni al caso y nosotros que tenemos un desaparecido ni nos voltean a ver 😔"
750,Se me hizo un nudo en la garganta. Un abrazo a los familiares desde Venezuela 🫂💜
751,"Creo que como ciudadanos deberíamos demostrar indiferencia ante el mundial, no participar en los eventos, no gastar en absoluto nada con refente al mundial."
753,"si ellos mismos te roban también es algo que no tiene sentido, deben tener más cuidado ya que te quitan dinero"
754,"Tengan en cuenta que cubrirán un lado, pero otros quedarán desprotegidos y ahí se harán los madres, por qué todo esto que dicen solo es en las sedes"
755,DEBERÍA HABER SEGURIDAD SIEMPRE
756,"Si a usa no le quitan el mundial, tampoco a mexico"
757,saludos desde mechico👍👍
758,Si así nos cuidaran a los mexicanos 😓
759,JAJAJAJA alch qpdo porque solo cuando viene gente externa y no lo dejan para proteger a los mismos mexicanos vlv
760,le recomiendo no ir por su bien el narc se va a cobrar vid 😞😔
761,Va a ser un CAOS total
762,De que sirve si les da miedo enfrentar a los delincuentes
763,Yo siendo mexicano prefiero que no sea el mundial aquí en México
764,jaliscomajico
765,"[Sticker] Sea como sea, esos narcos van a acabar con los turista y dañará el mundia en esa parte, acuérdense de mi"
766,"ni que regalen, Pasajes estadias, comidas traslados y las entradas voy a México"
767,"neta méxico tiene todo para ser primer mundo, pero a los del poder se les sube el poder, se dejan ganar y les gana el hambre de más poder."
768,"creo que está quedando claro que los mexicanos no queremos mundial, queremos vivir seguros"
769,Ajá los extranjeros bien protegidos y bien asustados
770,NO AL MUNDIAL EN MEXICO 🇲🇽.. para proteger extrangeros hacen todo y NOSOTROS ??
771,Osea tiene equipamiento y no lo usan en contra del narcotráfico
772,"osea, tienen dinero para movilizar a tantos elementos de fuerzas de seguridad para un mundial, y no para luchar contra el narco? xD 💀💀"
773,"Poca vergüenza quien pagamos impuestos, À munde que me sirve"
774,Por que no posieron eso para acabar con los carteles
775,Y no le da vergüenza a la presidenta para eso si hay seguridad
776,Y como van a vigilar el metro? recuerdan todos los piquetes que hubo meses antes?
777,"No puede ni con los que vivimos en México, menos con millones de turistas 😂"
778,"puedes tener el mejor plan, pero si los elementos son c0rrup70s va estar denso"
779,"nosotros como mexicanos debemos cancelar dicho mundial, ya que el dinero recaudado no es para el país, es para el gobierno.
Dos, quien nos asegura que no va ver atentados, en los estadios, hoteles, avenidas principales.
mejor cancelarlo"
780,Si hay miedo en sus habitantes imagínate en habitantes de otros países
781,"quieren hacer en meses, lo que no han podido en años jaja"
782,dijo el Ciego lla beremos ...si la misma Corrumcion esta en la misma ley...
783,"Escuchen bien , dijeron proteger a los turistas y a los equipos, porque los mexicanos no les importamos"
784,Ósea que si podían y no querían
785,a veces pienso que lo hacen con sarcasmo para tener muchas vistas😏
786,"Justicia para los desaparecidos, no quiero mundial quiero un Mexico seguro"
787,[Sticker] Cómo romperme el corazón en segundos! “Nuestros desaparecidos muchos jugaban fútbol”
788,Este problema tiene años y el gobierno no muestra acciones por colaborar de manera efectiva en la búsqueda de personas desaparecidas. Miran hacia otro lado y con el mundial encima menos atenderán esta necesidad que debe ser prioritaria. Mis mejores deseos para que encuentren a sus familiares desaparecidos
789,E lugar de mi dial y trenes busque allude con los desaparesidos
790,Mas de 23000 millones gastados y mal gastados.
792,Eso no le importa al gobierno. Tristemente 😔😔😔😔
793,[Sticker] mientras tanto
794,[Sticker] Queeeee!!!
795,Bueno siempre en un sistema capitalista el capital va a estar por arriba que los seres humanos y hoy la FIFA soborna a gobiernos y gana millones. Exitos y esperemos que tengan buenos resultados
796,donde puedo donar para sus impresiones
798,se me apachurra el corazón 😭
799,Voten bien la próxima!
800,justicia
801,díganle a Claudia q es la responsable
802,espero encuentren pronto a sus seres queridos 🙏
803,"Ahi vemos que es prioridad para los gobiernos, que tristeza"
804,Marcha el día de la inauguración!!
805,Que fuerte realidad 😞
806,Ayúdenme a compartir
807,Duermete
808,Para mí que gana Portugal
809,Su mirada 🥹
810,"Dios los bendiga, e ilumine su camino"
812,"""recordar que los desaparecidos también son mexicanos"" 😢"
814,Ojalá todos encuentren a sus seres queridos! fuerza y suerte 🫶🏼
817,Que cosas
818,que coraje e impotencia debería ser más importante el apoyo a los padres que buscan a sus hijos que el mundial
819,Se nota el dolor en sus palabras 🤧 perder un familiar debe ser terrible 😞 espero algún día aparezcan ❤️
820,Sigan alzando la voz 👏👏
821,[Sticker] el gobierno
822,[Sticker] Dios mío
824,"[Sticker] Movimiento naranja, nanana..."
825,Se va poner de acuerdo Harfuch con los capos con los que tiene acuerdo para que ese mes no hagan nada y van a decir que el plan que propusieron dio resultado 🤣🤣🤣🤣🤣
826,mientras tanto en los lugares que no vamos a recibir mundial vamos a estar bien desprotegidos
827,Heeeey turistas. No crean todo esto… ni aviones tenemos 😂😂😂
828,No cuidan a los mexicanos!! Que les espera a los turistas tstsss
829,DEBE SER UNA PESADILLA VIVIR EN MEXICO Y UN HOLOCAUSTO CAMINAR EN ELLA
830,"es ridículo que solo por el mundial desplieguen tanta seguridad así, eso debió haber sido hace años y siempre"
831,Nomas por un mundial 😭 suena como Perú con los árboles 🤣
832,0
833,No sabía que contábamos con tantos elementos de defensa aérea en el país. además por qué mencionan medidas y entrenamiento contra terrorismo?...
834,Todo eso nos costará mucho dinero
835,no al mundial
836,Que triste que solo lo hacen por este evento y no lo hagan por sus habitantes todos los dias 😔😢😔
837,duele mucho este tema estos hechos duelen mucho 😞😞😞
838,Amén! Muchas bendiciones y mi apoyo con ustedes JUSTICIA
839,Bien dicho
840,que impotencia 😔
841,"México no necesita un mundial, necesitamos un mejor país"
842,@☆ manguito 🥭: :DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓNj🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻
844,Que triste!! 😫😫😫😭😭😭
845,"Osea, se preocupan por todos, menos por nosotros los MEXICANOS 😔"
846,violencia en México y EUA en guerra 😅
847,Va a ser el peor mundial q se realice…. 😏😏😏
848,"osea que para el mundial si tienen seguridad pero para el día a día no 🗿
grande mi país (saquenme de aquí)"
849,Osea si hay tecnología y dinero para cuidar a extranjeros pero para proteger en México a los mexicanos nadota
850,"Y los medicamentos en los. Servicios de salud, para cuando????"
851,"No hay peor ciego que el que no quiere ver.
Si pueden dar seguridad PERO NO QUIEREN 😡"
852,y porque no lo han hecho en contra del narco y se hubieran perdido vidas de la guardia nacional
853,No pueden evitar los asaltos afuera del foro sol/estadio GNP y así quieren cuidar a los turistas y asistentes al mundial?? Por Dios!
854,plan Kukulkán es todo el año no solo en mundial 😳
855,ni regalado
856,Wow y proteger a México siempre se les olvida
857,Y por qué no asen un plan para la seguridad de los mexicanos que burla de este gobierno con sus ciudadanos
858,Lo chistoso es que esos 3 aviones caza F5 son todos los que tiene la Fuerza Aérea jajajaja
859,peña nieto trajo el mundial
860,😞pan y circo control
861,"No bueno el PAN naranja fue lo mismo q fox, anunciando un cambio real, pero realmente dió atole con el dedo, fuerza hermanos jaliscienses 👏💗💗"
862,https://vt.tiktok.com/ZSxCK1bp9/
863,No sé preocupen el mundial será mayormente en eeuu
864,"Quieren tapar lo que no se puede ocultar, todo lo que pasa a diario"
865,"por algo.dice el.dicho: al.pueblo pan y circo, para mantenernos distraidosssss ojalá despierten la gente embobada del.futboll y demás..."
866,Todo el país debe manifestarse
867,BOICOT AL MUNDIAAAAAAAL
868,BLOQUEEN TODOS LOS PARTIDOS YA BASTA DE ESTA INJUSTICIA 😡
869,y aparte el gobierno gastando millones para los 2/ 3 partidos pedorros que van a tener 🙄🙄🙄
870,"Dios mío! Tantas personas desaparecidas, que triste de verdad."
871,[Sticker] El gobierno viendo como están llenas las calles de desaparecidos.
872,ni uno más porque si nos falta uno nos faltan todos
873,[Sticker] Mexicanos unidos jamás serán vencidos!!!
874,"lo más triste del asunto es que por más que luchen para que no haya mundial,el gobierno no les va hacer caso,van a seguir con el mundial y seguir invirtiendo en el mundial,es triste y da rabia"
875,"Aquí en México, se preocupa más por pendejadas como el mundial, que por las cosas que verdaderamente importa a si es México"
876,in dia de mundial por años de desaparesidos mamas con el dolor de no saber de sus hijos mi mexico duele
877,haber cuantos turistas desaparecen durante el mundial
878,Reclámale a tu gobernador
879,"No queremos Mundial, queremos seguridad en todo México, medicinas en los hospitales ya vasta que estén derrochando el poco dinero que hay .
😡😡😡😡😡"
880,"[Sticker] Yo te apoyo por qué hoy son tus hijos,Mañana NO quiero que sean los míos ❌"
881,"muy bien, vergüenza es lo que no tiene el gobierno."
882,deberíamos empezar a comentar con stickers de las fichas de lo desaparecidos en las páginas del gobierno
883,lamentable vivimos en un mundo capitalista no todo puede ser bonito y correcto y aun más con la corrupción son cosas que la única forma de corregir es revivir como una sociedad mejor
884,triste realidad de México 😡😡😡😡
885,Cierren las avenidas allá y en CDM.
886,Deberían apoyar más a las marchas y no ir al mundial o comprar boletos
887,"No queremos el mundial en México, no queremos el mundial en Jalisco"
888,Mejor que se use el dinero para buscar a los desaparecidos
889,No pos ojalá todos los días haya mundial porque solo así hacen algo
890,Ahhh o sea que SI PUEDEN fortalecer la seguridad pero NO QUIEREN 🤔
891,"y si lo hacen el plan de seguridad todo el año? No, llámame loco."
892,y la seguridad despues del Mundial que? cual plan ?🤔🤔🤔
893,y le pusieron Kukulkan 😅😂😅😅
894,Wey y porque no ablas de eeuu de nada
895,De burla
896,Ojala nadie vaya es muy peligroso
897,Entonces sí tiene el gobierno la capacidad para desplegar un plan estratégico para brindar seguridad a las personas pero sólo lo usarán para el mundial??
898,¿Y si mejor nos protegen a nosotros? 😅
899,y a usa no le van a decir nada?
900,pero nadie va a decir no al dinero que va a llegar al pais
901,Ojala el mundial durará para siempre…
902,"nada grita ""seguridad"" como estar constante rodeado de policías, militares y guardia nacional, no es una imagen muy acogedora y reconfortante."
903,"Y mientras protegen a los turistas, en todos los demás estados vamos a estar desprotegidos."
904,[Sticker] Great! Podré viajar a México
905,"eso significa después del mundial, seguiremos igual o peor😎"
906,Soy peruano y ni así pienso ir
907,Terminando el mundial continuamos sin seguridad
