comentario,rango_humano,aux,,,,,
@☆ manguito 🥭: :DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓNj🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻,,0.764910364,,,,,
@.:DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓNj🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻,,0.346764456,,,,,
pinche realidad tan triste que vivimos,,0.365738774,,,,,
"Prefiero un México sin desaparecidos, que un mundial, espero que puedan encontrarlos y los familiares tengan paz",,0.981182545,,,,,
La presidente ya pactó tregua con su socio el narco,,0.508507743,,,,,
Y porque toda esa fuerza y seguridad no la usan también para limpiar a cada estado y al país del crimen organizado???😏😏😏😏😏,,0.249497585,,,,,
NO queremos mundial 😡,,0.941660844,,,,,
[Sticker] ,,0.086387461,,,,,
híjole va a pasar lo mismo que Tlatelolco eh,,0.411644983,,,,,
y si exigimos que no sea lo del mundial ?,,0.556086499,,,,,
"Un abrazo a las familias, apoyemos para que se hagan virales y los escuchen ☹️☹️",,0.525940214,,,,,
Solo durante la copa ? Ah que fregon. 😡,,0.629397123,,,,,
"dios los cuide y proteja , ojalá que pronto encuentren a sus seres queridos 🥺",,0.156415295,,,,,
"si no hay paz para la gente, que no haya paz para el gobierno",,0.445507072,,,,,
"Canada: En crisis
estados unidos:En guerra
México: También en guerra pero interna",,0.973992548,,,,,
"y si lo hacen el plan de seguridad todo el año? No, llámame loco.",,0.365528027,,,,,
[Sticker] HOY HABLAMOS DE FÚTBOL,,0.131208572,,,,,
"nadie entiende este dolor hasta que lo vive en carne propia, para los que prefieren el mundial y defienden la propaganda, deseo que nunca tengan que pasar por una situación de un familiar, conocido o amigo desaparecido porque cuando pasa ya no existe la paz ni para dormir",,0.597745189,,,,,
"No queremos mundial, queremos seguridad y paz",,0.058040245,,,,,
y le pusieron Kukulkan 😅😂😅😅,,0.79319724,,,,,
💀No queremos mundial 😤,,0.247964749,,,,,
por qué no dices el contexto quien negoció y firmó el contrato para el mundial fue el prian,,0.086454842,,,,,
"este mundial está maldito, ya verán lo q está x venir",,0.876858844,,,,,
"ALV el mundial, queremos seguridad",,0.400426097,,,,,
es verdad,,0.176358983,,,,,
que ése tipo de seguridad sea para todo el país y permanente,,0.78033178,,,,,
Se lo ban a quitar a México por el narco pero no a USA por literal estar en gerra 😂,,0.421262095,,,,,
Es una maldad que hagan este tipo de cosas con las familias que buscan a sus seres queridos,,0.069981942,,,,,
ideas 💡 caminar el dia del mundial en jalisco,,0.979531346,,,,,
ESTAN MARCANDO UNA DIFERENCIA Y QUE TRISTEZA QUE TANTAS FAMILIAS SIGAN LLORANDO POR SU DESAPARECIDO.,,0.261785904,,,,,
Y se acaba el mundial y todo vuelve a lo mismo,,0.675705713,,,,,
Fuerza a las familias,,0.930947476,,,,,
Lo que acabo de llorar con este video.,,0.743286998,,,,,
hagamos una marcha el día del mundial!!!📢📢,,0.010377444,,,,,
Como dicen solo barres tu casa cuando vienen visitas,,0.116993681,,,,,
"Me dolió en el alma, al escuchar ""PARA CUIDAR A LOS EXTRANJEROS..."" 😔asi nuestro país se preocupan por su gente",,0.82221513,,,,,
"Te odio, te odio con todo mi ser gobierno de México",,0.21545299,,,,,
O sea que si se puede acabar la inseguridad en culiacan pero no quieren ???,,0.146942037,,,,,
Ojalá no se haga ese mundial 🙏🏻,,0.835739869,,,,,
JAJAJAJA alch qpdo porque solo cuando viene gente externa y no lo dejan para proteger a los mismos mexicanos vlv,,0.938881565,,,,,
"Se hará el mundial! Duele todo, pero esto ya está también hecho.",,0.781499785,,,,,
no pues ir que no hacen eso no solo durante el mundial,,0.773990802,,,,,
no queremos mundial 😡 queremos seguridad para el pias y nosotros los mexicanos vivamos en paz 😡,,0.171843529,,,,,
la verdad es admirable el coraje y determinación de todas estas familias,,0.92261975,,,,,
"yo si estoy en contra del mundial!, hay temas de seguridad y salud que son mas importantes...",,0.684986876,,,,,
QUE HORRIBLE REALIDAD 🙏,,0.22494131,,,,,
"Poca vergüenza quien pagamos impuestos, À munde que me sirve",,0.215520752,,,,,
"deberían de quitarle el mundial a estados unidos,..... loreto",,0.327039538,,,,,
una manifestación grande el día del mundial,,0.43606802,,,,,
No es verdaaaad no vayaaaaan,,0.294406181,,,,,
"No queremos el mundial en México, no queremos el mundial en Jalisco",,0.980573704,,,,,
"Ah entonces si se puede dar seguridad
pero no para nosotros
Que interesante",,0.782488622,,,,,
15 días después que nos lleve la porra a todos 🤦🏻‍♀️México igual de inseguro,,0.481442153,,,,,
"el mundial no trae ningún beneficio al país anfitrión, solo hay que investigar el desastre que ocurrió en cada país anfitrión del mundial",,0.874103696,,,,,
"No hay seguridad para nosotros, los mexicanos ¿cómo quieren asegurar a los extranjeros? 😑😑😑",,0.153655569,,,,,
así pongan un millón de agentes de nada sirve si todos son corruptos,,0.66668092,,,,,
jajaja se pasan. es mejor proteger a los turistas no?,,0.8018173,,,,,
camila te seguimos buscando,,0.385438041,,,,,
"lamentablemente así es , gastan en cosas que ni al caso y nosotros que tenemos un desaparecido ni nos voltean a ver 😔",,0.171357976,,,,,
Mas de 23000 millones gastados y mal gastados.,,0.670506183,,,,,
"tampoco estados unidos es seguro, con sus guerras",,0.611694199,,,,,
JUSTICIA,,0.748077205,,,,,
Alcemos la voz 🥺,,0.292185097,,,,,
[Sticker] ojalá todos pudieran regresar con bien a su casa,,0.651319554,,,,,
"Espero puedan encontrar cada una de las familias a sus desaparecidos ,y el apoyo total ...",,0.882845323,,,,,
"esto es importante, que escuchen todos los gobiernos y los pueblos. Las personas son importantes",,0.440621237,,,,,
"presiento que algo muy malo pasara, yo no iría a ningún estadio a andaría en las calles en esas fechas",,0.943304752,,,,,
pero la presidenta dice que todo esta excelente y nada de esto pasa 🥺,,0.16908954,,,,,
Este problema tiene años y el gobierno no muestra acciones por colaborar de manera efectiva en la búsqueda de personas desaparecidas. Miran hacia otro lado y con el mundial encima menos atenderán esta necesidad que debe ser prioritaria. Mis mejores deseos para que encuentren a sus familiares desaparecidos,,0.533421108,,,,,
😞pan y circo control,,0.802738367,,,,,
plan Kukulkán es todo el año no solo en mundial 😳,,0.531130959,,,,,
justicia,,0.21114288,,,,,
“No estamos en contra del Mundia... https://vt.tiktok.com/ZSxpVUysk/,,0.175147182,,,,,
Yo si quiero el mundial pero creo que no se debió a ver aceptado el torneo ya que ahorita hay demasiados desaparecidos,,0.05172014,,,,,
"eso significa después del mundial, seguiremos igual o peor😎",,0.329889573,,,,,
y aparte el gobierno gastando millones para los 2/ 3 partidos pedorros que van a tener 🙄🙄🙄,,0.007618446,,,,,
señor porque no decían nada antes porque haora 😡😡,,0.764822934,,,,,
[Sticker] ,,0.965689146,,,,,
"muy cierto, no se dan de cuenta que hay realmente prioridades 😞😞😞",,0.70062117,,,,,
[Sticker] El bicho campeón,,0.490600359,,,,,
"Pues no es culpa de los que traen los mundiales, si no de la gente que asiste a los partidos…sin ellos, no habría mundial.",,0.014596224,,,,,
"@superhipo35:prefiero un México sin desaparecidos, que un mundial, espero que puedan encontrarlos y los familiares tengan paz",,0.385709553,,,,,
El sipisapo de seguridad,,0.149087539,,,,,
@Brkn_void:DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓNj🙏🏻 DIFUSIÓN 🙏🏻 DIFUSIÓN 🙏🏻,,0.13295266,,,,,
"Mucho activismo en los comentarios, pero la mayoría compraron los álbumes (qué es una ganancia para ellos) y van hasta endeudarse alguno para ir al mundial.",,0.533843729,,,,,
no pueden protegernos a nosotros ah!!!... pero que tal a los visitantes es una burla más 🤣🤣🤣,,0.085479213,,,,,
¿Entonces solo habrá seguridad por el mundial? 😢,,0.992237865,,,,,
"Que triste que solo por presión extranjera, este gobierno mediocre haga lo que tiene que hacer",,0.031165101,,,,,
"Aquí en México, se preocupa más por pendejadas como el mundial, que por las cosas que verdaderamente importa a si es México",,0.547142779,,,,,
"es ridículo que solo por el mundial desplieguen tanta seguridad así, eso debió haber sido hace años y siempre",,0.98917515,,,,,
"No pues entonces que nunca se vayan los turistas caray, para estar más protegidos",,0.630667772,,,,,
Wey y porque no ablas de eeuu de nada,,0.544732596,,,,,
Se dan cuenta que eso lo podrían hacer sin el mundial y no lo hacen 💀💀💀,,0.626964578,,,,,
a la chingada el mundial,,0.11816255,,,,,
"Dos puntos, el primero: Hagan una manifestación durante los partidos del mundial, afuera de los estadios, en las zonas donde habrá pantallas para ver los partidos y etc. Habrá medios de todo el mundo y gente de muchos países que posiblemente lleguen a grabar y se haga noticia mundial, cierren también algunas calles para hacer más tardado el acceso a los partidos asi podrán ser más escuchados y tendrán la ayuda que necesitan.
Segundo punto: La mayoría del dinero invertido para remodelaciones, decoraciones, etc es por parte de la FIFA, el gobierno solo pone una pequeña parte. Realmente el gobierno si quisiera ayudar ya hubiera destinado más fondos a eso pero simplemente no quiere. Amo el fútbol y estoy a favor del mundial pero sinceramente no sería lo mismo si mi madre, padre, hermana o amigos no estuvieran para verlo a mi lado. Ojalá que encuentren a sus familiares y que vivan en paz, esperemos que sean escuchados y que el gobierno haga algo.",,0.108761382,,,,,
es más importante el mundial,,0.155854806,,,,,
y mas de 200 mdp en remodelacion en Jalisco... que tristeza,,0.742575603,,,,,
que hagan su trabajo no mundial tantas carencias necesidades para el mundial deberían plantarse en los estadios lo familiares de desaparecidos en protesta para que el mundo se de cuenta de lo que se vive,,0.635160571,,,,,
[Sticker] los que vallan a mexico,,0.625919969,,,,,
Pues que no se pierdan y ya!,,0.518480235,,,,,
Se nota el dolor en sus palabras 🤧 perder un familiar debe ser terrible 😞 espero algún día aparezcan ❤️,,0.480745559,,,,,
como me dueles México 💔😭,,0.62549376,,,,,
